page_no,institute,branch,seat_type,category,ur_opening,ur_closing,cat_opening,cat_closing
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,E-EBC,,,1566,1566
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,EBC,,,772,2680
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,BC,,,554,2534
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,UR,512,2461,,
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,UR,2511,2511,,
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,SC,,,1672,1841
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,EWS,,,400,1295
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,E-UR,1674,3830,,
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,E-BC,,,801,801
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,EBC,,,862,1624
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,EBC,,,5420,5676
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,BC,,,775,775
65,SAHARSA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,BC,,,6384,7176
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,UR,1014,2891,,
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,UR,1754,15337,,
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,SC,,,760,760
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,RCG,,,3042,3513
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,EWS,,,1573,2085
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,E-UR,10099,10099,,
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,EBC,,,506,1332
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,EBC,,,3454,5834
65,SAHARSA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,BC,,,4393,7162
65,SAHARSA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,UR,2879,3924,,
65,SAHARSA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,SC,,,1270,1270
65,SAHARSA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,EWS,,,1178,1957
65,SAHARSA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,EBC,,,1579,3558
65,SAHARSA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,BC,,,2196,3048
65,SAHARSA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,Female,BC,,,6272,6272
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,UR,1879,4927,,
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,Female,UR,4901,7026,,
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,SC,,,708,1929
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,RCG,,,4076,4079
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,EWS,,,568,568
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,Female,EWS,,,1914,1914
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,E-UR,3620,4929,,
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,Female,E-UR,10450,10450,,
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,E-SC,,,1488,1488
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,EBC,,,1128,1555
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,Female,EBC,,,3599,4712
65,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,General,BC,,,1391,1964
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",CIVIL ENGINEERING,Female,BC,,,4349,6331
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,General,UR,230,1001,,
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,Female,UR,823,6542,,
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,General,SMQ,,,53,53
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,General,SC,,,97,1025
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,Female,SC,,,821,1878
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,General,RCG,,,1027,2190
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,General,EWS,,,168,230
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,Female,EWS,,,649,1461
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,Female,E-UR,3636,7234,,
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,General,E-SC,,,625,625
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,Female,E-EBC,,,2012,2012
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,General,EBC,,,214,214
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,Female,EBC,,,1281,2883
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",COMPUTER SC. & ENGINEERING,Female,BC,,,1428,3105
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,General,UR,3011,5982,,
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,Female,UR,9658,9658,,
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,General,SC,,,1512,1512
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,General,EWS,,,1107,1651
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,Female,EWS,,,2326,2326
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,General,E-UR,4346,6134,,
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,General,E-EBC,,,2123,2123
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,General,EBC,,,1585,3301
66,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRICAL ENGINEERING,General,BC,,,1759,2957
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRO & COMMUNICATION ENGINEERING,General,UR,3229,3706,,
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRO & COMMUNICATION ENGINEERING,General,EWS,,,726,1438
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRO & COMMUNICATION ENGINEERING,Female,EWS,,,2597,2597
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRO & COMMUNICATION ENGINEERING,General,E-UR,4312,6788,,
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRO & COMMUNICATION ENGINEERING,General,EBC,,,1889,2974
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",ELECTRO & COMMUNICATION ENGINEERING,General,BC,,,1981,2900
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",MECHANICAL ENGINEERING,General,EWS,,,1470,1973
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",MECHANICAL ENGINEERING,General,E-BC,,,2632,3012
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",MECHANICAL ENGINEERING,General,EBC,,,2458,3750
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",MECHANICAL ENGINEERING,General,BC,,,2604,2868
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",MECHATRONICS ENGG,General,EWS,,,1783,2029
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",MECHATRONICS ENGG,General,EBC,,,3106,3960
67,"SHRI PHANISHWAR NATH RENU ENGG. COLLEGE, ARARIA",MECHATRONICS ENGG,General,BC,,,2691,3095
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,UR,645,1509,,
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,Female,UR,2172,17456,,
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,ST,,,105,105
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,SC,,,466,1907
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,RCG,,,2868,3375
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,EWS,,,302,304
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,Female,EWS,,,1473,2144
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,Female,E-UR,9085,18109,,
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,E-SC,,,1235,1235
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,EBC,,,293,577
67,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,Female,EBC,,,2900,4733
68,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,General,BC,,,461,493
68,"SUPAUL ENGG. COLLEGE, SUPAUL",CIVIL ENGINEERING,Female,BC,,,3521,4285
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SC. & ENGINEERING,General,SMQ,,,15,158
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SC. & ENGINEERING,General,SC,,,157,348
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SC. & ENGINEERING,General,RCG,,,71,291
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,UR,425,3211,,
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,ST,,,66,66
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,SC,,,156,1171
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,RCG,,,1208,1299
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,EWS,,,703,703
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,E-UR,3543,3543,,
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,EBC,,,217,217
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,EBC,,,2104,2444
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,DQ,,,68,68
68,"SUPAUL ENGG. COLLEGE, SUPAUL",COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,BC,,,1839,1839
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,General,UR,1539,6079,,
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,Female,UR,965,3899,,
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,General,SC,,,1593,1970
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,General,EWS,,,740,1290
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,General,E-UR,3692,3692,,
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,Female,E-UR,12429,12429,,
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,General,E-BC,,,1618,1618
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,General,EBC,,,1155,2018
68,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRICAL ENGINEERING,General,BC,,,1434,2426
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,General,UR,779,3640,,
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,Female,UR,1514,1514,,
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,General,SC,,,1158,1755
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,General,EWS,,,512,512
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,Female,EWS,,,1587,2695
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,Female,E-BC,,,7162,7162
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,General,EBC,,,828,1406
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,Female,EBC,,,4321,4321
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,General,BC,,,1036,1036
69,"SUPAUL ENGG. COLLEGE, SUPAUL",ELECTRO & COMMUNICATION ENGINEERING,Female,BC,,,5791,7010
69,"SUPAUL ENGG. COLLEGE, SUPAUL",MECHANICAL ENGINEERING,General,UR,3744,3744,,
69,"SUPAUL ENGG. COLLEGE, SUPAUL",MECHANICAL ENGINEERING,General,EWS,,,1134,1941
69,"SUPAUL ENGG. COLLEGE, SUPAUL",MECHANICAL ENGINEERING,General,E-UR,4102,4102,,
69,"SUPAUL ENGG. COLLEGE, SUPAUL",MECHANICAL ENGINEERING,General,E-BC,,,2144,3030
69,"SUPAUL ENGG. COLLEGE, SUPAUL",MECHANICAL ENGINEERING,General,EBC,,,1922,3658
69,"SUPAUL ENGG. COLLEGE, SUPAUL",MECHANICAL ENGINEERING,General,BC,,,2005,2305
